2025-11-06 15:02:55 | 세션 시작: session_007
2025-11-06 15:02:55 | 폴더 경로: experiments/20251106/20251106_150255_session_007
2025-11-06 15:02:55 | 설정 파일 저장: db_config.yaml
2025-11-06 15:02:55 | 설정 파일 저장: model_config.yaml
2025-11-06 15:02:55 | 설정 파일 저장: multi_request_patterns.yaml
2025-11-06 15:02:55 | ==========
2025-11-06 15:02:55 | Agent 그래프 생성 시작
2025-11-06 15:02:55 | Fallback Chain 활성화
2025-11-06 15:02:55 | 최대 재시도 횟수: 3
2025-11-06 15:02:55 | Router 검증 활성화: True
2025-11-06 15:02:55 | Agent 그래프 컴파일 완료
2025-11-06 15:02:55 | Streamlit UI 시작
2025-11-06 15:02:55 | 실험 폴더: experiments/20251106/20251106_150255_session_007
2025-11-06 15:03:29 | 메타데이터 업데이트: ['user_query']
2025-11-06 15:03:29 | 메타데이터 업데이트: ['difficulty']
2025-11-06 15:03:29 | 라우터 노드 실행: CNN에서 필터가 하는 일이 뭐야?
2025-11-06 15:03:29 | 패턴 매칭 조건 체크:
2025-11-06 15:03:29 | has_contextual_ref: False
2025-11-06 15:03:29 | has_multi_request_indicator: False
2025-11-06 15:03:29 | messages 개수: 1
2025-11-06 15:03:29 | skip_pattern_matching: False
2025-11-06 15:03:29 | 패턴 매칭 시작: 총 20개 패턴 체크
2025-11-06 15:03:29 | ✅ 다중 요청 감지: 키워드: [] + 선택 키워드: ['뭐야', '뭔데', '뭔지', '무엇인지', '어떤건지', '어떤거야'] (제외: ['논문', '검색', '찾아', '저장']) → ['glossary']
2025-11-06 15:03:29 | 패턴 설명: 용어 정의 질문 (다양한 표현)
2025-11-06 15:03:29 | 단일 도구 실행: glossary
2025-11-06 15:03:30 | pgvector 검색 기록: glossary
2025-11-06 15:03:30 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:03:30 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:03:30 | 시스템 프롬프트 저장 완료
2025-11-06 15:03:30 | 최종 프롬프트 저장 완료
2025-11-06 15:03:32 | 시스템 프롬프트 저장 완료
2025-11-06 15:03:32 | 최종 프롬프트 저장 완료
2025-11-06 15:03:36 | 도구 실행 성공: glossary
2025-11-06 15:03:36 | 메타데이터 업데이트: ['success', 'response_time_ms']
2025-11-06 15:03:36 | 메타데이터 업데이트: ['tool_used']
2025-11-06 15:03:36 | 용어 추출 시작 (범위: 1-5개)
2025-11-06 15:03:36 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:03:36 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:03:43 | LLM 응답: ```json
{
  "terms": [
    {
      "term": "CNN (Convolutional Neural Network)",
      "definition": "이미지 인식에 특화된 딥러닝 모델로, 지역적 패턴을 계층적으로 학습하는 합성곱 레이어를 사용함",
      "easy_explanation": "사진을 보는 로봇 눈처럼, 이...
2025-11-06 15:03:43 | 용어 추출 실패: Invalid \escape: line 7 column 124 (char 399)
2025-11-06 15:04:15 | 평가 결과 저장: evaluation_20251106_150415.json
2025-11-06 15:04:15 | 대화 저장: conversation_easy_20251106_150415.json (2개 메시지)
2025-11-06 15:04:15 | ==========
2025-11-06 15:05:00 | 메타데이터 업데이트: ['user_query']
2025-11-06 15:05:00 | 메타데이터 업데이트: ['difficulty']
2025-11-06 15:05:00 | 라우터 노드 실행: RAG가 뭔지 설명하고 관련 논문도 요약해서 저장해줘
2025-11-06 15:05:00 | 패턴 매칭 조건 체크:
2025-11-06 15:05:00 | has_contextual_ref: True
2025-11-06 15:05:00 | has_multi_request_indicator: True
2025-11-06 15:05:00 | messages 개수: 3
2025-11-06 15:05:00 | skip_pattern_matching: False
2025-11-06 15:05:00 | 패턴 매칭 시작: 총 20개 패턴 체크
2025-11-06 15:05:00 | ✅ 다중 요청 감지: 키워드: ['논문', '요약', '저장'] + 선택 키워드: ['용어', '뭐야', '뭔지', '뭔데', '무엇인지', '어떤건지', '어떤거야', '설명', '개념'] → ['glossary', 'search_paper', 'web_search', 'general', 'summarize', 'save_file']
2025-11-06 15:05:00 | 패턴 설명: 용어 설명, 논문 검색, 요약 후 저장 (6단계 파이프라인)
2025-11-06 15:05:00 | 순차 실행 도구: glossary → search_paper → web_search → general → summarize → save_file
2025-11-06 15:05:00 | 맥락 참조 감지: LLM 호출하여 질문 재작성
2025-11-06 15:05:00 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:05:00 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:05:03 | 재작성된 질문 (regex 추출): RAG(검색 증강 생성) 개념 설명 및 주요 논문 요약 2023년 기준
2025-11-06 15:05:05 | pgvector 검색 기록: glossary
2025-11-06 15:05:05 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:05:05 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:05:05 | 시스템 프롬프트 저장 완료
2025-11-06 15:05:05 | 최종 프롬프트 저장 완료
2025-11-06 15:05:09 | 시스템 프롬프트 저장 완료
2025-11-06 15:05:09 | 최종 프롬프트 저장 완료
2025-11-06 15:05:16 | 도구 실행 성공: glossary
2025-11-06 15:05:16 | Pipeline 진행: 1/6
2025-11-06 15:05:16 | 다음 도구 실행: search_paper
2025-11-06 15:05:21 | pgvector 검색 기록: search_paper
2025-11-06 15:05:21 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:05:21 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:05:21 | 시스템 프롬프트 저장 완료
2025-11-06 15:05:21 | 최종 프롬프트 저장 완료
2025-11-06 15:05:25 | 시스템 프롬프트 저장 완료
2025-11-06 15:05:25 | 최종 프롬프트 저장 완료
2025-11-06 15:05:34 | 도구 실행 성공: search_paper
2025-11-06 15:05:34 | Pipeline 진행: 2/6
2025-11-06 15:05:34 | RAG 검색 성공: web_search, general 스킵 → summarize로 이동
2025-11-06 15:05:34 | 다음 도구 실행: summarize
2025-11-06 15:05:34 | 난이도별 LLM 선택: difficulty=easy, provider=solar, model=solar-pro2
2025-11-06 15:05:34 | LLM 초기화: provider=solar, model=solar-pro2
2025-11-06 15:05:40 | 도구 실행 성공: summarize
2025-11-06 15:05:40 | Pipeline 진행: 5/6
2025-11-06 15:05:40 | 다음 도구 실행: save_file
2025-11-06 15:05:40 | 파일 저장 노드 실행: RAG가 뭔지 설명하고 관련 논문도 요약해서 저장해줘
2025-11-06 15:05:40 | 저장 모드: 단일 답변 저장
2025-11-06 15:05:40 | 저장 출처: final_answers (2개 수준)
2025-11-06 15:05:40 | 결과물 저장: 20251106_150540_response_1_elementary.md
